Title;Authors;PMID;Include;Reason for exclusion;Publishing year;Publishing month;Submission year;Submission month;Research data;Healthcare data;ICD-10 chapter;COVID-19 research;First author;Senior author;Data source;Data origin;Time-to-Publication
Molecular medicine tumor board: whole-genome sequencing to inform on personalized medicine for a man with advanced prostate cancer.;Armstrong AJ and Li X and Tucker M and Li S and Mu XJ and Eng KW and Sboner A and Rubin M and Gerstein M;33568750;Yes;;2021;9;2020;4;No;Yes;2;No;US;US;Not precisely specified;US;17.0
National Mortality Rates after Outpatient Cosmetic Surgery and Low Rates of Perioperative Deep Vein Thrombosis Screening and Prophylaxis.;Bucknor A and Egeler SA and Chen AD and Chattha A and Kamali P and Brownstein G and Reed L and Watts D and Lin SJ;29649062;Yes;;2018;7;na;na;No;Yes;;No;US;US;American Association for Accreditation of Ambulatory Surgical Facilities;US;
Survey of Investigators About Sharing Human Research Data in the Neurosciences.;Hendriks S and Ramos KM and Grady C;35981894;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2022;9;2022;2;Yes;No;;;;;;;7.0
Generating real-world data from health records: design of a patient-centric study in multiple sclerosis using a commercial health records platform.;Hanson G and Chitnis T and Williams MJ and Gan RW and Julian L and Mace K and Chia J and Wormser D and Martinec M and Astorino T and Leviner N and Maung P and Jan A and Belendiuk K;35155999;No (excluded in title and abstract screening);No medical research (focus on data provision);2022;4;2021;3;No;Yes;;;;;;;13.0
Undiagnosed HIV and HCV Infection in a New York City Emergency Department, 2015.;Torian LV and Felsen UR and Xia Q and Laraque F and Rude EJ and Rose H and Cole A and Bocour A and Williams GJ and Bridgforth RF and Forgione LA and Doo H and Braunstein SL and Daskalakis DC and Zingman BS;29565667;Yes;;2018;5;na;na;No;Yes;1;No;US;US;Not precisely specified;US;
Estimating Recommended Gonorrhea and Chlamydia Treatment Rate Using Linked Medical Claims, Prescription, and Laboratory Data in US Private Settings.;Tao G and Workowski K and Bowden KE and Pearson WS and Sullivan JM and Henk HJ and Gift TL;33003184;Yes;;2021;3;na;na;No;Yes;1;No;US;US;Optum;US;
Correlation between Relative Value Units and Operative Time for Flap-Based Reconstruction Procedures.;Dibbs RP and Skochdopole A and Reul RM Jr and Beh HZ and Ferry AM and Conlon CJ and O'Neill R and Reece E and Winocour S;36696331;No (excluded before screening);Outside the search period;2023;2;na;na;No;Yes;;;;;;;
Evaluation of Preanalytical Point-of-Care Testing Errors and Their Impact on Productivity in the Emergency Department in the United States.;Kazmierczak SC and Morosyuk S and Rajkumar R;35015866;Yes;;2022;5;2021;6;No;Yes;;No;US;US;Oregon Health and Science University;US;11.0
Predicting 30-Day Readmissions: Evidence From a Small Rural Psychiatric Hospital.;Daley A and Scobie B and Shorey J and Breece J and Oxley S;34529601;No (excluded in title and abstract screening);No tabular data;2021;9;na;na;No;Yes;;;;;;;
Repository Corticotropin Injection as an Alternative Treatment for Refractory Ocular Mucous Membrane Pemphigoid.;Sharon Y and Anesi SD and Martinez CE and Huang AJW and Foster CS and Chu DS;34050065;No (excluded in full-paper screening);No access;2022;1;2020;11;No;Yes;7;No;IL;US;;;14.0
Current and Future Projections of Amyotrophic Lateral Sclerosis in the United States Using Administrative Claims Data.;Miller C and Apple S and Paige JS and Grabowsky T and Shukla O and Agnese W and Merrill C;34153964;Yes;;2021;6;2020;7;Yes;No;6;No;US;US;IBM MarketScan Research Databases;US;11.0
Prospective Evaluation of Incidental Pituitary Imaging Findings in the Sella Turcica.;Kuo M and Maya MM and Bonert V and Melmed S;33392424;No (excluded in title and abstract screening);No tabular data;2021;2;2020;10;No;Yes;;;;;;;4.0
Medication adverse events in the ambulatory setting: A mixed-methods analysis.;Wong J and Lee SY and Sarkar U and Sharma AE;36164846;Yes;;2022;12;na;na;No;Yes;;No;US;US;Collaborative Healthcare Patient Safety Organization;US;
Efficient and Accurate Extracting of Unstructured EHRs on Cancer Therapy Responses for the Development of RECIST Natural Language Processing Tools: Part I, the Corpus.;Li Y and Luo YH and Wampfler JA and Rubinstein SM and Tiryaki F and Ashok K 5th and Warner JL and Xu H and Yang P;32364754;No (excluded in title and abstract screening);No medical research (focus on data provision);2020;5;na;na;No;Yes;;;;;;;
Real-World Dosing Patterns and Outcomes of Patients With Metastatic Pancreatic Cancer Treated With a Liposomal Irinotecan Regimen in the United States.;Barzi A and Miksad R and Surinach A and Corvino FA and Wang S and Torres AZ and Mamlouk K and Pulgar S and Valderrama A and Bekaii-Saab T and Ahn D;32011529;Yes;;2020;2;na;na;No;Yes;2;No;US;US;Flatiron Health;US;
Real-World Assessment of Asthma Control and Severity in Children, Adolescents, and Adults with Asthma: Relationships to Care Settings and Comorbidities.;Nyenhuis SM and Akkoyun E and Liu L and Schatz M and Casale TB;31707065;Yes;;2020;3;2019;6;No;Yes;10;No;US;US;American Academy of Allergy, Asthma and Immunology;US;9.0
Prediction of Discharge Destination following Laryngectomy.;Panwar A and Wang F and Lindau R and Militsakh O and Coughlin A and Smith R and Sayles H and Lydiatt D and Lydiatt W;30126321;Yes;;2018;12;na;na;No;Yes;;No;US;US;Multiple;US;
Multiple Angulated Mammography Reconstructions in Digital Breast Tomosynthesis for the Diagnosis of Microcalcifications - Added Value to Standard Stack Reconstructions and Synthesized Mammography.;Neubauer J and Neubauer C and Wicklein J and Mertelmeier T and Windfuhr-Blum M and Langer M;29390228;No (excluded in title and abstract screening);No tabular data;2018;5;na;na;No;Yes;;;;;;;
Point Prevalence Surveys of Antimicrobial Prescribing in a Non-Acute Care Hospital in Saitama Prefecture, Japan.;Ishibashi N and Pauwels I and Tomori Y and Gu Y and Yamaguchi T and Handa T and Yamaoka M and Ito D and Sakimoto T and Kimura T and Takizawa K and Sato R and Sakashita T and Ooyama A and Versporten A and Goossens H and Tarumoto N and Maesaki S and Tanahashi N;35368518;Yes;;2022;3;2021;9;No;Yes;1;No;JP;JP;Maruki Memorial Welfare Medical Center;JP;6.0
Associations Between Diabetic Retinopathy and Parkinson's Disease: Results From the Catalonian Primary Care Cohort Study.;Mauricio D and Vlacho B and Barrot de la Puente J and Mundet-Tudurí X and Real J and Kulisevsky J and Ortega E and Castelblanco E and Julve J and Franch-Nadal J;35118094;Yes;;2021;;2021;10;No;Yes;4;No;ES;ES;SIDIAP;ES;
[The influence of occupational activity on diseases of the musculoskeletal system of the upper extremity].;Hertling S and Loos F and Matziolis G and Kirschner I and Graul I;34939146;No (excluded before screening);not English;2022;8;na;na;No;Yes;;;;;;;
Evaluating a Novel Hemodialysis Central Venous Catheter Cap in Reducing Bloodstream Infections: A Quality Improvement Initiative.;Weiss S and Qureshi M;33953599;Yes;;2021;;2021;2;No;Yes;19;No;US;US;Multiple;US;
Documentation of Drug-Related Problems with ICD-11: Application of the New WHO Code-Set to Clinical Routine Data.;Andrikyan W and Jung-Poppe L and Altenbuchner A and Nicolaus HF and Pfistermeister B and Dormann H and Fromm MF and Maas R;36615115;Yes;;2022;12;2022;11;No;Yes;;No;DE;DE;Fuerth Hospital;DE;1.0
Dementia in People from Ethnic Minority Backgrounds: Disability, Functioning, and Pharmacotherapy at the Time of Diagnosis.;Tsamakis K and Gadelrab R and Wilson M and Bonnici-Mallia AM and Hussain L and Perera G and Rizos E and Das-Munshi J and Stewart R and Mueller C;32758391;Yes;;2021;2;2020;3;No;Yes;5;No;GB;GB;South London and Maudsley NHS Foundation Trust;GB;11.0
Acute Stroke in Times of the COVID-19 Pandemic: A Multicenter Study.;Hoyer C and Ebert A and Huttner HB and Puetz V and Kallmünzer B and Barlinn K and Haverkamp C and Harloff A and Brich J and Platten M and Szabo K;32516064;No (excluded in title and abstract screening);No tabular data;2020;7;na;na;Yes;No;;;;;;;
Predicting resource-dependent maternal health outcomes at a referral hospital in Zanzibar using patient trajectories and mathematical modeling.;Nadkarni D and Minocha A and Harpaldas H and Kim G and Gopaluni A and Gravelyn S and Rashid S and Helfrich A and Clifford K and Herklots T and Meguid T and Jacod B and Desai D and Zaman MH;30835755;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2019;;2018;7;No;Yes;;;;;;;
Functional mobility trajectories of hospitalized older adults admitted to acute geriatric wards: A retrospective observational study in an English university hospital.;Lyons A and Romero-Ortuno R and Hartley P;30779283;Yes;;2019;4;2018;9;No;Yes;;No;GB;GB;Addenbrooke’s Hospital;GB;7.0
"Differentiating Usual Interstitial Pneumonia From Nonspecific Interstitial Pneumonia Using High-resolution Computed Tomography: The ""Straight-edge Sign"".";Zhan X and Koelsch T and Montner SM and Zhu A and Vij R and Swigris JJ and Chung JH;29683868;No (excluded in title and abstract screening);No tabular data;2018;7;na;na;No;Yes;;;;;;;
Prevalence, incidence, and health care utilization of patients with narcolepsy: a population-representative study.;Kallweit U and Nilius G and Trümper D and Vogelmann T and Schubert T;35088707;Yes;;2022;6;na;na;Yes;No;6;No;DE;DE;InGef;DE;
Ethnic disparities in tuberculosis incidence and related factors among indigenous and other communities in ethnically diverse Suriname.;Gopie FA and Hassankhan A and Ottevanger S and Krishnadath I and de Lange W and Zijlmans CWR and Vreden S;33851035;Yes;;2021;5;na;na;No;Yes;1;No;SR;SR;National Tuberculosis Registry;SR;
How do cancer clinicians perceive real-world data and the evidence derived therefrom? Findings from an international survey of the European Organisation for Research and Treatment of Cancer.;Saesen R and Kantidakis G and Marinus A and Lacombe D and Huys I;36091761;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2022;;2022;6;No;Yes;;;;;;;
Long-term effectiveness of ustekinumab comparable to antitumor necrosis factor agents in patients with Crohn's disease.;Shiga H and Tarasawa K and Moroi R and Makuuchi M and Takahashi T and Shimoyama Y and Kuroha M and Kakuta Y and Fushimi K and Fujimori K and Kinouchi Y and Masamune A;36059265;Yes;;2022;11;2022;6;No;Yes;11;No;JP;JP;Diagnosis Procedure Combination system;JP;5.0
Deep learning-based patient re-identification is able to exploit the biometric nature of medical chest X-ray data.;Packhäuser K and Gündel S and Münster N and Syben C and Christlein V and Maier A;36050406;No (excluded in title and abstract screening);No medical research (focus on anonymization);2022;9;2021;10;No;Yes;;;;;;;11.0
Epidemiology of heart failure: Study of Heart failure in the Australian Primary carE setting (SHAPE).;Liew D and Audehm RG and Haikerwal D and Piazza P and Neville AM and Lim K and Parsons RW and Sindone AP;32902206;Yes;;2020;12;2020;5;No;Yes;9;No;AU;AU;Multiple;AU;7.0
Body Perception Disturbance and Pain Reduction in Longstanding Complex Regional Pain Syndrome Following a Multidisciplinary Rehabilitation Program.;Lewis JS and Kellett S and McCullough R and Tapper A and Tyler C and Viner M and Palmer S;31373373;Yes;;2019;11;na;na;No;Yes;6;No;GB;GB;Royal National Hospital for Rheumatic Diseases;GB;
Identifying cerebral palsy from routinely-collected data in England and Wales.;Carter B and Verity Bennett C and Bethel J and Jones HM and Wang T and Kemp A;31239784;Yes;;2019;6;2019;1;No;Yes;6;No;GB;GB;Clinical Practice Research Datalink, SAIL Databank;GB;5.0
NOEL and NOAEL: A retrospective analysis of mention in a sample of recently conducted safety pharmacology studies.;Baird TJ and Caruso MJ and Gauvin DV and Dalton JA;31220592;No (excluded in title and abstract screening);Anonymous survey;2019;9;2019;2;Yes;No;;;;;;;7.0
Yield of Clinical Screening for Hypertrophic Cardiomyopathy in Child First-Degree Relatives.;Norrish G and Jager J and Field E and Quinn E and Fell H and Lord E and Cicerchia MN and Ochoa JP and Cervi E and Elliott PM and Kaski JP;31006259;Yes;;2019;7;na;na;No;Yes;9;No;GB;GB;Great Ormond  Street Hospital Center;GB;
Drug utilization patterns and healthcare resource use and costs in patients with neurogenic bladder in the United Kingdom: A retrospective primary care database study.;Jaggi A and Nazir J and Fatoye F and Siddiqui E and Choudhury N and Argoubi R and Ali M and de Ridder D and Drake MJ;30924184;Yes;;2019;6;2018;12;Yes;No;14;No;GB;GB;Clinical Practice Research Datalink, Hospital Episode Statistics;GB;6.0
Real-world effectiveness of Fertistartkit® treatment in women undergoing ART in French clinical practice: a retrospective multicentre study.;Languille S and Massin N and Santulli P and Ozanon C and Kazdar N and Lechat X and Soriano E and Frantz-Blancpain S and Callec R and Guerif F and Anahory T and Rongières C and Chevalier N and Barrière P;32201114;Yes;;2020;4;2019;10;No;Yes;15;No;FR;FR;Multiple;FR;6.0
Inequalities in zoster disease burden: a population-based cohort study to identify social determinants using linked data from the U.K. Clinical Practice Research Datalink.;Jain A and van Hoek AJ and Walker JL and Forbes HJ and Langan SM and Root A and Smeeth L and Thomas SL;29388189;Yes;;2018;6;na;na;Yes;No;1;No;GB;GB;Clinical Practice Research Datalink;GB;
Is there an association between depression, anxiety disorders and COVID-19 severity and mortality? A multicenter retrospective cohort study conducted in 50 hospitals in Germany.;Kostev K and Hagemann-Goebel M and Gessler N and Wohlmuth P and Feldhege J and Arnold D and Jacob L and Gunawardene M and Hölting T and Koyanagi A and Schreiber R and Smith L and Sheikhzadeh S and Wollmer MA;36481563;No (excluded before screening);Outside the search period;2023;1;2022;10;No;Yes;;;;;;;3.0
Retrospective Analysis of Treatment Pathways in Patients With BRAF(V600E)-mutant Metastatic Colorectal Carcinoma - MORSE(CRC).;Gerger A and Eisterer W and Fuxius S and Bastian S and Koeberle D and Welslau M and Sanoyan DA and Maas C and Uhlig J and Fenchel K and Greil R and VON DER Heyde E and Agocs GR and Weide R and Schwager M and Reichenbach F and Modest DP and Fritsch R;36191968;Yes;;2022;10;2022;6;No;Yes;2;No;AT;CH;Multiple;DE, AT, CH;4.0
Use of medication data alone to identify diagnoses and related contraindications: Application of algorithms to close a common documentation gap.;Andrikyan W and Then MI and Gaßmann KG and Tümena T and Dürr P and Fromm MF and Maas R;35877931;No (excluded in full-paper screening);No medical research (no new insights with direct relevance to health);2022;12;2021;11;No;Yes;;No;DE;DE;;;13.0
Prescription Rates, Polypharmacy and Prescriber Variability in Swiss General Practice-A Cross-Sectional Database Study.;Rachamin Y and Jäger L and Meier R and Grischott T and Senn O and Burgstaller JM and Markun S;35237170;Yes;;2022;2;2021;12;No;Yes;;No;CH;CH;Family Medicine ICPC Research using Electronic Medical Records;CH;2.0
Practical geospatial and sociodemographic predictors of human mobility.;Ruktanonchai CW and Lai S and Utazi CE and Cunningham AD and Koper P and Rogers GE and Ruktanonchai NW and Sadilek A and Woods D and Tatem AJ and Steele JE and Sorichetta A;34321509;No (excluded in title and abstract screening);No tabular data;2021;7;2021;4;Yes;No;;;;;;;3.0
