Title;Authors;PMID;Include;Reason for exclusion;Publishing year;ICD-10 chapter;COVID-19 research;First author;Senior author;Data source;Data origin;Data origin (World Bank income group)
Evaluation of Preanalytical Point-of-Care Testing Errors and Their Impact on Productivity in the Emergency Department in the United States.;Kazmierczak SC and Morosyuk S and Rajkumar R;35015866;Yes;n/a;2022;;No;US;US;Oregon Health and Science University;US;High-income economies
Associations Between Diabetic Retinopathy and Parkinson's Disease: Results From the Catalonian Primary Care Cohort Study.;Mauricio D and Vlacho B and Barrot de la Puente J and Mundet-Tudurí X and Real J and Kulisevsky J and Ortega E and Castelblanco E and Julve J and Franch-Nadal J;35118094;Yes;n/a;2021;4;No;ES;ES;SIDIAP;ES;High-income economies
Evaluating a Novel Hemodialysis Central Venous Catheter Cap in Reducing Bloodstream Infections: A Quality Improvement Initiative.;Weiss S and Qureshi M;33953599;Yes;n/a;2021;19;No;US;US;Multiple;US;High-income economies
How do cancer clinicians perceive real-world data and the evidence derived therefrom? Findings from an international survey of the European Organisation for Research and Treatment of Cancer.;Saesen R and Kantidakis G and Marinus A and Lacombe D and Huys I;36091761;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2022;;;;;;;
Retrospective Analysis of Treatment Pathways in Patients With BRAF(V600E)-mutant Metastatic Colorectal Carcinoma - MORSE(CRC).;Gerger A and Eisterer W and Fuxius S and Bastian S and Koeberle D and Welslau M and Sanoyan DA and Maas C and Uhlig J and Fenchel K and Greil R and VON DER Heyde E and Agocs GR and Weide R and Schwager M and Reichenbach F and Modest DP and Fritsch R;36191968;Yes;n/a;2022;2;No;AT;CH;Multiple;DE, AT, CH;
Ramucirumab in Indian Patients with Advanced Gastric Cancer-Does Borderline Performance Status and Heavy Burden of Disease in Real World Practice Impact Clinical Benefit?;Ramaswamy A and Bajaj K and Talwar V and Prabhash K and Batra U and Dhabhar B and Sharma M and Ghadyalpatil N and Ct S and Goyal G and Muzamil J and Bhatt A and Jain P and Ranade A and Kamath M and Gawande JP and Thippeswamy R and Mirani J and Reddy N and Ganguly S and Mishra SK and Madabhavi I and Hp S and Panda SS and Patil S and Bhargava P and Ostwal V;35833042;Yes;n/a;2022;2;No;IN;IN;Multiple;IN;Lower-middle-income economies
Cardiovascular preventive pharmacotherapy stratified by predicted cardiovascular risk: a national data linkage study.;Mehta S and Zhao J and Poppe K and Kerr AJ and Wells S and Exeter DJ and Selak V and Grey C and Jackson R;33580793;Yes;n/a;2022;9;No;NZ;NZ;Statistics New Zealand;NZ;High-income economies
Clinical Relevance of Drug-Drug Interactions With Antibiotics as Listed in a National Medication Formulary: Results From Two Large Population-Based Case-Control Studies in Patients Aged 65-100 Years Using Linked English Primary Care and Hospital Data.;van Staa TP and Pirmohamed M and Sharma A and Buchan I and Ashcroft DM;36448824;No (excluded before screening);Outside the search period;2023;;No;UK;UK;Clinical Practice Research Datalink;UK;High-income economies
Epidemiology, healthcare resource utilization and healthcare costs for spinal muscular atrophy in Alberta, Canada.;Chen G and Sharif B and Gerber B and Farris MS and Cowling T and Cabalteja C and Wu JW and Maturi B and Klein-Panneton K and Jean K Mah;34906030;Yes;n/a;2021;6;No;CA;CA;Alberta Health Services;CA;High-income economies
Are competing-risk models superior to standard Cox models for predicting cardiovascular risk in older adults? Analysis of a whole-of-country primary prevention cohort aged ≥65 years.;Cooper H and Wells S and Mehta S;34109395;Yes;n/a;2022;9;No;NZ;NZ;New Zeeland Ministry of Health;NZ;High-income economies
Predicting asthma-related crisis events using routine electronic healthcare data: a quantitative database analysis study.;Noble M and Burden A and Stirling S and Clark AB and Musgrave S and Alsallakh MA and Price D and Davies GA and Pinnock H and Pond M and Sheikh A and Sims EJ and Walker S and Wilson AM;34133316;Yes;n/a;2021;10;No;UK;UK;SAIL Databank, Clinical Practice Research Datalink;UK;High-income economies
The weekend effect on the provision of Emergency Surgery before and during the COVID-19 pandemic: case-control analysis of a retrospective multicentre database.;Tebala GD and Milani MS and Cirocchi R and Bignell M and Bond-Smith G and Lewis C and Agnoletti V and Catarci M and Di Saverio S and Luridiana G and Catena F and Scatizzi M and Marini P;35488247;Yes;n/a;2022;22;Yes;UK;IT;Multiple;FR, IT, PT, ES, UK;
Effectiveness of the BNT162b2 (Pfizer-BioNTech) and the ChAdOx1 nCoV-19 (Oxford-AstraZeneca) vaccines for reducing susceptibility to infection with the Delta variant (B.1.617.2) of SARS-CoV-2.;Pattni K and Hungerford D and Adams S and Buchan I and Cheyne CP and García-Fiñana M and Hall I and Hughes DM and Overton CE and Zhang X and Sharkey KJ;35307024;Yes;n/a;2022;22;Yes;UK;UK;Multiple;UK;High-income economies
Cohort profile: the South African National Health Laboratory Service (NHLS) National HIV Cohort.;MacLeod WB and Bor J and Candy S and Maskew M and Fox MP and Bulekova K and Brennan AT and Potter J and Nattey C and Onoya D and Mlisana K and Stevens W and Carmona S;36261238;No (excluded in title and abstract screening);No medical research (focus on data provision);2022;;;;;;;
Friedreich's ataxia-associated childhood hypertrophic cardiomyopathy: a national cohort study.;Norrish G and Rance T and Montanes E and Field E and Brown E and Bhole V and Stuart G and Uzun O and McLeod KA and Ilina M and Adwani S and Daubeney P and Delle Donne G and Linter K and Jones CB and Bharucha T and Cervi E and Kaski JP;34610949;Yes;n/a;2022;9;No;UK;UK;Multiple;UK;High-income economies
Quantified electronic health record (EHR) use by academic surgeons.;Cox ML and Risoli T Jr and Peskoe SB and Turner DA and Migaly J;33483138;No (not retrieved);Not retrieved;2021;;;;;;;
English Bulldogs in the UK: a VetCompass study of their disorder predispositions and protections.;O'Neill DG and Skipper A and Packer RMA and Lacey C and Brodbelt DC and Church DB and Pegram C;35701824;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2022;;;;;;;
Trastuzumab-based regimens beyond progression: A crucial treatment option for HER2+ advanced/metastatic breast cancer.;Sanglier T and Ross R and Shi T and Mouta J and Swain S and Cardoso F;36375387;Yes;n/a;2022;2;No;CH;PT;Flatiron Health;US;High-income economies
Predicting Clinical Remission of Chronic Urticaria Using Random Survival Forests: Machine Learning Applied to Real-World Data.;Pivneva I and Balp MM and Geissbühler Y and Severin T and Smeets S and Signorovitch J and Royer J and Liang Y and Cornwall T and Pan J and Danyliv A and McKenna SJ and Marsland AM and Soong W;36301485;Yes;n/a;2022;12;No;CA;UK;Optum;US;High-income economies
Promoting Children's Health Equity With Medical-Dental Integration.;Zea A and Henshaw M;35133726;Yes;n/a;2022;11;No;US;US;Not precisely specified;US;High-income economies
The contribution of early adverse stress to complex and severe depression in depressed outpatients.;Gloger S and Vöhringer PA and Martínez P and Chacón MV and Cáceres C and Diez de Medina D and Cottin M and Behn A;33621410;Yes;n/a;2021;5;No;CL;CL;Not precisely specified;CL;High-income economies
Prevalence of young-onset dementia: nationwide analysis of routinely collected data.;Ryan B and To E and Ma'u E and Chan AHY and Rivera-Rodriguez C and Curtis MA and Cullum S and Cheung G;35995550;Yes;n/a;2022;5;No;NZ;NZ;Statistics New Zealand;NZ;High-income economies
Root Canal Treatment Survival Analysis in National Dental PBRN Practices.;Thyvalikakath T and LaPradd M and Siddiqui Z and Duncan WD and Eckert G and Medam JK and Rindal DB and Jurkovich M and Gilbert GH;35549468;Yes;n/a;2022;11;No;US;US;Multiple;US;High-income economies
Exploration of an alternative to body mass index to characterize the relationship between height and weight for prediction of metabolic phenotypes and cardiovascular outcomes.;Shuey MM and Huang S and Levinson RT and Farber-Eger E and Cahill KN and Beckman JA and Koethe JR and Silver HJ and Niswender KD and Cox NJ and Harrell FE Jr and Wells QS;35127128;Yes;n/a;2022;4;No;US;US;Vanderbilt University Medical Center;US;High-income economies
ACA Medicaid expansion association with racial disparity reductions in timely cancer treatment.;Adamson BJS and Cohen AB and Gross CP and Estévez M and Magee K and Williams E and Meropol NJ and Davidoff AJ;34314116;Yes;n/a;2021;2;No;US;US;Flatiron Health;US;High-income economies
Association Between Medicare's National Coverage Determination and Utilization of Next-Generation Sequencing.;Sheinson DM and Wong WB and Flores C and Ogale S and Gross CP;34043456;Yes;n/a;2021;;No;US;US;Flatiron Health;US;High-income economies
Real-world comparative effectiveness of triplets containing bortezomib (B), carfilzomib (C), daratumumab (D), or ixazomib (I) in relapsed/refractory multiple myeloma (RRMM) in the US.;Davies F and Rifkin R and Costello C and Morgan G and Usmani S and Abonour R and Palumbo A and Romanus D and Hajek R and Terpos E and Cherepanov D and Stull DM and Huang H and Leleu X and Berdeja J and Lee HC and Weisel K and Thompson M and Boccadoro M and Zonder J and Cook G and Puig N and Vela-Ojeda J and Farrelly E and Raju A and Blazer M and Chari A;33970288;Yes;n/a;2021;2;No;US;US;Optum;US;High-income economies
Accuracy of an Artificial Intelligence System for Cancer Clinical Trial Eligibility Screening: Retrospective Pilot Study.;Haddad T and Helgeson JM and Pomerleau KE and Preininger AM and Roebuck MC and Dankwa-Mullan I and Jackson GP and Goetz MP;33769304;Yes;n/a;2021;2;No;US;US;Mayo Clinic;US;High-income economies
Occurrence of Thromboembolic Events and Mortality Among Hospitalized Coronavirus 2019 Patients: Large Observational Cohort Study of Electronic Health Records.;Spyropoulos AC and Crawford JM and Chen YC and Ashton V and Campbell AK and Milentijevic D and Peacock WF;36452205;Yes;n/a;2022;9;Yes;US;US;Optum;US;High-income economies
Leveraging electronic health records to inform genetic counseling practice surrounding psychiatric disorders.;Richter LD and Morley TJ and Hooker GW and Peay HL and Cox NJ and Ruderfer DM;35191121;Yes;n/a;2022;5;No;US;US;Vanderbilt University Medical Center;US;High-income economies
Detection of Atrial Fibrillation After Central Retinal Artery Occlusion.;Mac Grory B and Landman SR and Ziegler PD and Boisvert CJ and Flood SP and Stretz C and Madsen TE and Reznik ME and Cutting S and Moore EE and Hewitt H and Closser JB and Torres J and Lavin PJ and Furie KL and Xian Y and Feng W and Biousse V and Schrag M and Yaghi S;34092124;Yes;n/a;2021;9;No;US;US;Vanderbilt University Medical Center;US;High-income economies
Electronic Health Records-Based Cardio-Oncology Registry for Care Gap Identification and Pragmatic Research: Procedure and Observational Study.;Chandra A and Philips ST and Pandey A and Basit M and Kannan V and Sara EJ and Das SR and Lee SJC and Haley B and Willett DL and Zaha VG;33797396;Yes;n/a;2021;2;No;US;US;University of Texas Southwestern Medical Center;US;High-income economies
Comparison of Medication Alerts from Two Commercial Applications in the USA.;Shah SN and Seger DL and Fiskio JM and Horn JR and Bates DW;33616888;Yes;n/a;2021;;No;US;US;Brigham and Women’s Hospital;US;High-income economies
Real-world ALK Testing Trends in Patients With Advanced Non-Small-Cell Lung Cancer in the United States.;Lin HM and Wu Y and Yin Y and Niu H and Curran EA and Lovly CM and Humphries MJ;36376172;No (excluded before screening);Outside the search period;2023;2;No;US;US;Flatiron Health;US;High-income economies
Disparities in Tumor Mutational Burden, Immunotherapy Use, and Outcomes Based on Genomic Ancestry in Non-Small-Cell Lung Cancer.;Brawley OW and Luhn P and Reese-White D and Ogbu UC and Madhavan S and Wilson G and Cox M and Ewing A and Hammer C and Richie N;34752134;Yes;n/a;2021;2;No;US;US;Flatiron Health;US;High-income economies
Investigating the relationship between thought interference, somatic passivity and outcomes in patients with psychosis: a natural language processing approach using a clinical records search platform in south London.;Magrangeas TT and Kolliakou A and Sanyal J and Patel R and Stewart R;35918110;Yes;n/a;2022;5;No;UK;UK;South London and Maudsley NHS Foundation Trust;UK;High-income economies
Association of Rosuvastatin Use with Risk of Hematuria and Proteinuria.;Shin JI and Fine DM and Sang Y and Surapaneni A and Dunning SC and Inker LA and Nolin TD and Chang AR and Grams ME;35853713;Yes;n/a;2022;18;No;US;US;Optum;US;High-income economies
Utilisation of pre-exposure prophylaxis (PrEP) for HIV prevention in the Australian general practice setting: a longitudinal observational study.;Chidwick K and Pollack A and Busingye D and Norman S and Grulich A and Bavinton B and Guy R and Medland N;35469591;Yes;n/a;2022;1;No;AU;AU;NPS MedicineWise;AU;High-income economies
Association between timely targeted treatment and outcomes in patients with metastatic HER2-overexpressing gastroesophageal adenocarcinoma.;Lau-Min KS and Li Y and Eads JR and Mamtani R and Getz KD;35119688;Yes;n/a;2022;2;No;US;US;Flatiron Health;US;High-income economies
Impact of the COVID-19 pandemic on remote mental healthcare and prescribing in psychiatry: an electronic health record study.;Patel R and Irving J and Brinn A and Broadbent M and Shetty H and Pritchard M and Downs J and Stewart R and Harland R and McGuire P;33785494;Yes;n/a;2021;5;Yes;UK;UK;South London and Maudsley NHS Foundation Trust;UK;High-income economies
